seq1	19q2.3	(24.3,55.8)
seq49456	15q13.9	(11.3,97.3)
seq49457	1q8.9	(32.7,45.5)
seq49458	16q9.12	(16.1,70.0)
seq49459	14p9.10	(96.4,35.1)
seq49460	16q8.1	(29.5,83.7)
seq49461	10p4.5	(26.5,87.6)
seq49462	20q10.9	(54.2,18.5)
seq49463	20p12.2	(0.3,75.2)
seq49464	15q1.10	(25.0,41.0)
seq49465	15p3.2	(70.9,87.3)
seq49466	17p8.1	(78.6,69.9)
seq49467	5q4.8	(9.5,71.0)
seq49468	4p9.15	(13.4,83.2)
seq49469	11p11.4	(37.0,19.4)
seq49470	2p10.5	(21.9,50.3)
seq49471	18q2.5	(12.7,93.3)
seq49472	2q10.7	(87.7,89.6)
seq49473	22q12.8	(47.3,56.8)
seq49474	15q13.9	(76.0,85.9)
seq49475	8p15.2	(55.4,34.3)
seq49476	22q3.4	(47.2,31.4)
seq49477	6q7.12	(71.6,13.3)
seq49478	18p9.6	(84.9,20.1)
seq49479	1p14.6	(14.0,89.6)
seq49480	10q11.2	(41.4,25.0)
seq49481	22q1.3	(78.5,33.0)
seq49482	2q15.6	(60.7,11.8)
seq49483	18p6.7	(26.2,14.7)
seq49484	13p12.7	(41.6,17.5)
seq49485	15p8.12	(67.1,21.8)
seq49486	11p8.5	(38.6,80.8)
seq49487	20p11.8	(97.1,66.0)
seq49488	14q3.15	(11.5,67.6)
seq49489	2q14.9	(60.1,54.1)
seq49490	2q1.4	(13.2,38.7)
seq49491	15p2.6	(55.3,71.7)
seq49492	1p6.12	(30.7,0.1)
seq49493	1p6.7	(24.5,15.8)
seq49494	9q9.9	(66.2,11.4)
seq49495	6p3.4	(19.6,74.0)
seq49496	6p2.3	(96.0,80.2)
seq49497	12p11.10	(67.6,7.9)
seq49498	13p13.13	(24.4,40.5)
seq49499	15q2.6	(37.8,73.1)
seq49500	16q7.2	(81.5,11.3)
seq49501	11q1.9	(39.4,71.9)
seq49502	11q4.2	(42.9,87.1)
seq49503	13q10.14	(84.0,60.6)
seq49504	1p4.15	(79.7,10.6)
seq49505	4p8.1	(42.3,85.2)
seq49506	12q14.15	(15.1,96.8)
seq49507	12p8.8	(68.1,15.2)
seq49508	8p5.15	(59.5,75.7)
seq49509	4p8.8	(67.4,1.8)
seq49510	6p15.3	(59.5,8.6)
seq49511	5q1.5	(65.1,45.4)
seq49512	5q5.8	(53.3,98.1)
seq49513	4q9.6	(86.5,10.6)
seq49514	12p4.15	(96.9,30.0)
seq49515	4q9.4	(75.4,87.5)
seq49516	22p12.3	(6.0,43.2)
seq49517	2p13.15	(62.1,65.3)
seq49518	14p14.12	(44.6,28.2)
seq49519	10p9.5	(10.6,17.7)
seq49520	18p11.15	(57.6,45.4)
seq49521	7q10.9	(32.0,5.1)
seq49522	10p12.9	(92.9,10.5)
seq49523	9p4.7	(42.2,41.5)
seq49524	18q13.8	(98.5,43.5)
seq49525	2q13.10	(12.5,48.1)
seq49526	6q12.14	(70.9,71.4)
seq49527	16q1.7	(24.6,6.3)
seq49528	6p10.11	(18.3,0.2)
seq49529	6q15.2	(60.1,88.5)
seq49530	22q6.5	(47.4,34.3)
seq49531	2q13.13	(61.2,52.4)
seq49532	18p8.5	(11.9,54.2)
seq49533	10q5.11	(84.4,79.2)
seq49534	22p6.3	(72.3,90.0)
seq49535	21q3.3	(85.3,31.8)
seq49536	7q6.8	(82.1,64.2)
seq49537	15q11.5	(62.5,20.5)
seq49538	14p15.15	(65.4,53.0)
seq49539	12q9.5	(85.7,33.8)
seq49540	11p14.1	(91.5,80.6)
seq49541	14q15.8	(83.7,35.7)
seq49542	21q11.9	(85.8,72.9)
seq49543	12q1.12	(30.3,67.4)
seq49544	17p6.1	(20.7,4.5)
seq49545	5p12.5	(31.4,76.5)
seq49546	21q15.11	(19.7,87.3)
seq49547	9p9.1	(25.6,44.7)
seq49548	5q13.10	(74.3,71.5)
seq49549	5p8.8	(10.8,54.4)
seq49550	13p5.1	(47.4,34.2)
seq49551	15p15.6	(49.6,82.6)
seq49552	15q15.2	(22.9,48.3)
seq49553	19p15.9	(55.7,8.4)
seq49554	12q11.10	(62.0,48.5)
seq49555	3p3.2	(7.2,20.6)
seq49556	2p14.11	(72.9,22.4)
seq49557	15p10.11	(33.8,20.3)
seq49558	17p1.4	(38.9,85.1)
seq49559	5q9.3	(45.0,90.1)
seq49560	12p5.7	(59.8,43.3)
seq49561	6q9.5	(64.8,99.3)
seq49562	15q12.14	(63.4,33.0)
seq49563	4q11.2	(47.9,39.1)
seq49564	4q3.2	(9.5,99.2)
seq49565	11p6.13	(73.8,88.0)
seq49566	15p7.14	(62.2,67.3)
seq49567	5p4.13	(3.2,29.0)
seq49568	12p9.6	(1.0,22.2)
seq49569	13p11.3	(72.3,87.0)
seq49570	21p13.3	(49.7,97.9)
seq49571	15q10.11	(78.4,96.5)
seq49572	6p3.2	(23.7,80.0)
seq49573	10p4.2	(67.9,1.1)
seq49574	6p4.5	(18.2,71.3)
seq49575	2p10.7	(87.8,93.9)
seq49576	9p14.14	(1.6,35.2)
seq49577	16q15.9	(90.8,69.2)
seq49578	17q15.2	(59.1,33.9)
seq49579	22p10.4	(55.8,9.0)
seq49580	3q8.10	(91.6,56.4)
seq49581	5q5.6	(13.0,15.5)
seq49582	21p12.13	(5.1,50.9)
seq49583	2q12.7	(60.1,67.9)
seq49584	21q1.7	(15.7,46.8)
seq49585	2p13.9	(25.4,64.9)
seq49586	9p15.3	(75.3,2.1)
seq49587	3p1.7	(28.1,88.0)
seq49588	8q7.11	(8.7,29.3)
seq49589	19p7.3	(19.7,76.2)
seq49590	21p3.7	(31.2,32.8)
seq49591	1q5.11	(53.0,24.9)
seq49592	8p1.8	(89.0,28.0)
seq49593	1p1.8	(55.3,16.5)
seq49594	17q12.4	(23.1,68.2)
seq49595	1q6.3	(70.0,77.6)
seq49596	8p12.1	(43.9,9.5)
seq49597	20q10.5	(70.6,72.1)
seq49598	11p6.14	(58.3,92.5)
seq49599	6q4.1	(98.0,37.9)
seq49600	14q9.1	(14.2,5.4)
seq49601	5q6.4	(83.0,91.7)
seq49602	9p4.4	(76.5,28.1)
seq49603	9p13.1	(81.0,77.6)
seq49604	17q2.8	(36.9,30.4)
seq49605	4q1.1	(67.9,87.4)
seq49606	16p14.14	(72.8,40.6)
seq49607	2q6.5	(16.6,83.3)
seq49608	8p15.15	(21.7,75.9)
seq49609	8q4.3	(27.9,53.2)
seq49610	10q5.3	(11.9,5.1)
seq49611	1q3.3	(38.7,33.7)
seq49612	22q1.5	(30.7,2.3)
seq49613	20q6.10	(11.7,53.2)
seq49614	9q1.11	(89.7,4.0)
seq49615	6p10.9	(4.5,64.6)
seq49616	8p6.1	(96.2,77.1)
seq49617	12p12.3	(51.6,39.6)
seq49618	5q1.15	(63.0,23.3)
seq49619	7p10.8	(69.3,48.4)
seq49620	6q8.9	(15.7,80.3)
seq49621	4p8.5	(54.2,32.2)
seq49622	19q6.12	(16.5,81.3)
seq49623	2q8.10	(16.8,88.1)
seq49624	14p1.6	(61.1,26.2)
seq49625	4p14.2	(13.3,64.8)
seq49626	20p2.14	(22.8,51.3)
seq49627	18q13.13	(16.0,98.9)
seq49628	21q15.8	(24.0,47.7)
seq49629	18p15.4	(62.2,51.9)
seq49630	5q13.8	(47.4,74.7)
seq49631	15q14.9	(0.6,58.3)
seq49632	18p10.14	(69.1,35.9)
seq49633	14q12.15	(2.7,59.3)
seq49634	16p15.4	(23.3,88.1)
seq49635	3p5.3	(68.5,9.3)
seq49636	18p13.14	(70.3,61.3)
seq49637	18q13.13	(79.3,68.6)
seq49638	16q10.13	(79.0,34.1)
seq49639	12q6.14	(36.7,77.5)
seq49640	2q5.7	(23.3,12.3)
seq49641	6p8.9	(44.7,5.0)
seq49642	4q2.2	(16.1,62.0)
seq49643	16q15.8	(97.3,13.0)
seq49644	14p5.3	(98.4,46.3)
seq49645	5q11.5	(25.4,74.4)
seq49646	16q13.7	(15.2,91.9)
seq49647	18q11.1	(93.5,74.8)
seq49648	16p8.4	(85.7,70.5)
seq49649	7q9.3	(52.5,70.2)
seq49650	12q8.9	(27.2,25.0)
seq49651	15q10.10	(31.8,87.2)
seq49652	8q4.15	(30.1,85.9)
seq49653	9p2.9	(2.9,89.0)
seq49654	2q9.3	(24.7,74.4)
seq49655	17p8.2	(8.2,65.0)
seq49656	16q13.5	(68.7,69.3)
seq49657	19p8.15	(78.0,17.5)
seq49658	21q12.3	(12.5,43.5)
seq49659	3p15.13	(53.3,72.0)
seq49660	16p13.1	(73.7,36.8)
seq49661	6q5.9	(30.7,47.7)
seq49662	3q10.1	(88.1,5.3)
seq49663	9q13.9	(38.1,33.7)
seq49664	14p3.3	(44.2,58.0)
seq49665	19p8.9	(41.9,85.7)
seq49666	16p2.12	(67.9,13.3)
seq49667	14p3.4	(64.3,76.1)
seq49668	11p5.15	(24.0,96.1)
seq49669	12q1.12	(47.6,49.9)
seq49670	17q5.1	(54.6,45.0)
seq49671	19p3.15	(98.3,60.7)
seq49672	11q5.4	(29.2,91.0)
seq49673	9q1.10	(99.0,4.8)
seq49674	21q3.11	(44.4,43.9)
seq49675	3p10.11	(10.3,68.9)
seq49676	18p1.15	(99.7,4.4)
seq49677	14q13.9	(94.0,25.9)
seq49678	14p1.8	(67.7,90.9)
seq49679	21q11.4	(28.9,41.4)
seq49680	1p1.4	(12.3,3.2)
seq49681	21q12.8	(33.4,98.0)
seq49682	17p5.7	(72.3,73.3)
seq49683	1q10.13	(51.5,66.5)
seq49684	2p9.7	(87.0,19.1)
seq49685	16p1.15	(56.7,42.3)
seq49686	4q7.2	(7.9,40.6)
seq49687	2q14.1	(94.7,88.0)
seq49688	8q10.8	(68.8,33.2)
seq49689	10p10.1	(7.9,12.1)
seq49690	15p12.3	(29.8,53.5)
seq49691	6q8.5	(93.6,86.0)
seq49692	16q7.13	(50.6,51.3)
seq49693	15p15.14	(30.9,71.2)
seq49694	21p14.8	(6.4,30.4)
seq49695	6q12.13	(26.5,69.0)
seq49696	2p15.2	(74.8,1.7)
seq49697	11p8.6	(0.6,13.0)
seq49698	8q3.10	(33.7,28.5)
seq49699	12q14.10	(70.6,54.2)
seq49700	8q8.3	(98.1,54.1)
seq49701	20p13.3	(57.2,54.5)
seq49702	6q2.15	(90.2,90.5)
seq49703	14q2.10	(25.4,70.6)
seq49704	12p5.7	(69.0,24.7)
seq49705	8p1.10	(59.2,30.4)
seq49706	21q9.13	(11.1,34.5)
seq49707	19q1.3	(67.9,58.2)
seq49708	19q12.15	(87.2,12.0)
seq49709	5q9.6	(90.2,4.0)
seq49710	18p13.5	(37.0,67.8)
seq49711	7p13.5	(8.8,87.2)
seq49712	22p3.3	(16.8,83.2)
seq49713	13p1.3	(10.4,79.1)
seq49714	5p9.10	(17.9,52.7)
seq49715	10q4.10	(67.9,61.4)
seq49716	5p1.15	(1.7,57.1)
seq49717	2q11.13	(7.7,33.3)
seq49718	6p12.2	(74.0,32.6)
seq49719	21q14.6	(48.8,76.7)
seq49720	11p2.9	(97.3,2.6)
seq49721	4p15.13	(11.9,1.7)
seq49722	22p4.7	(13.9,60.5)
seq49723	9p1.5	(24.5,50.0)
seq49724	15q4.14	(32.1,69.0)
seq49725	11q14.9	(6.3,15.9)
seq49726	19p2.5	(14.0,35.8)
seq49727	22q8.2	(14.3,8.1)
seq49728	2p3.8	(88.1,2.8)
seq49729	10p4.7	(6.0,80.4)
seq49730	9q5.14	(32.9,42.5)
seq49731	11p3.14	(10.4,64.6)
seq49732	15p6.4	(59.4,68.6)
seq49733	14q5.4	(54.6,39.0)
seq49734	12q3.5	(45.1,52.8)
seq49735	3p7.5	(32.3,58.6)
seq49736	22p4.9	(58.3,24.7)
seq49737	5q14.10	(69.3,34.0)
seq49738	5q7.2	(54.8,65.0)
seq49739	16p4.12	(76.8,2.1)
seq49740	8q7.10	(74.6,52.4)
seq49741	13q12.5	(2.2,75.2)
seq49742	10p10.4	(69.7,95.6)
seq49743	14p14.13	(5.1,46.8)
seq49744	1q13.15	(49.6,33.4)
seq49745	10q4.3	(41.1,26.6)
seq49746	4p2.5	(4.5,10.2)
seq49747	19p12.6	(95.8,64.4)
seq49748	12p10.11	(75.6,82.1)
seq49749	6p11.14	(36.5,15.4)
seq49750	5p7.9	(80.2,90.5)
seq49751	2p2.3	(35.5,2.3)
seq49752	19p15.6	(54.8,60.2)
seq49753	16p11.3	(70.7,63.3)
seq49754	7q10.7	(56.4,65.2)
seq49755	22q3.5	(35.4,21.7)
seq49756	21q13.4	(47.7,17.9)
seq49757	7q1.8	(43.3,38.4)
seq49758	12q12.12	(2.3,66.9)
seq49759	16q6.2	(88.1,57.7)
seq49760	1q8.13	(98.8,48.0)
seq49761	16p8.4	(62.7,64.8)
seq49762	4q14.14	(63.7,13.0)
seq49763	13q15.5	(9.1,17.8)
seq49764	2q3.7	(36.9,70.1)
seq49765	12p3.3	(0.5,86.4)
seq49766	2q5.10	(70.5,32.0)
seq49767	15p7.4	(81.8,62.3)
seq49768	2p13.15	(15.8,21.9)
seq49769	13q7.1	(6.6,8.4)
seq49770	17p3.11	(95.2,67.8)
seq49771	1q14.13	(95.3,87.5)
seq49772	11p8.11	(67.4,13.8)
seq49773	6p14.7	(37.8,47.8)
seq49774	4p15.10	(57.6,29.9)
seq49775	6q14.6	(35.4,46.6)
seq49776	10p8.3	(32.0,19.5)
seq49777	5p9.9	(13.1,70.0)
seq49778	18q10.7	(53.9,68.9)
seq49779	11q7.7	(46.1,61.8)
seq49780	3p7.1	(75.2,43.6)
seq49781	5p15.1	(56.7,95.5)
seq49782	6q8.2	(63.7,11.3)
seq49783	21q15.3	(15.6,53.7)
seq49784	20q14.13	(65.1,10.0)
seq49785	2q5.11	(44.9,16.4)
seq49786	7q10.15	(84.2,86.1)
seq49787	3p15.5	(36.0,80.5)
seq49788	7q5.4	(96.1,51.4)
seq49789	14q9.8	(69.2,68.2)
seq49790	9q2.6	(74.9,49.6)
seq49791	9p1.9	(61.3,83.9)
seq49792	8p1.2	(8.7,27.8)
seq49793	1q5.13	(62.8,34.3)
seq49794	20p8.15	(92.1,11.4)
seq49795	22p12.2	(66.5,14.3)
seq49796	1q9.4	(16.0,10.3)
seq49797	11p7.14	(65.4,7.2)
seq49798	5p12.8	(28.0,61.9)
seq49799	8p2.12	(21.9,73.5)
seq49800	20p2.14	(4.4,53.0)
seq49801	20p3.12	(91.5,13.9)
seq49802	18p7.10	(7.5,21.2)
seq49803	12q10.5	(88.8,42.3)
seq49804	20q5.10	(75.6,26.0)
seq49805	19p6.10	(31.6,77.8)
seq49806	13p4.14	(59.9,7.6)
seq49807	17q8.3	(38.7,93.5)
seq49808	16q6.4	(47.5,5.9)
seq49809	3q8.3	(86.2,68.0)
seq49810	11q4.13	(99.6,78.7)
seq49811	4q3.10	(46.9,30.6)
seq49812	22p11.1	(10.0,27.6)
seq49813	10q8.7	(21.0,90.6)
seq49814	10q13.6	(85.9,12.3)
seq49815	17p5.5	(72.6,4.6)
seq49816	21q9.7	(99.7,74.1)
seq49817	2p6.13	(93.1,16.2)
seq49818	22q1.6	(80.5,66.3)
seq49819	22p2.4	(10.3,86.8)
seq49820	6p13.9	(78.0,84.2)
seq49821	18q13.9	(61.0,1.8)
seq49822	15q3.15	(6.2,67.3)
seq49823	1q10.1	(35.1,15.8)
seq49824	8p7.14	(89.6,23.1)
seq49825	19q5.3	(89.0,21.8)
seq49826	7q2.12	(74.7,79.9)
seq49827	20p14.9	(37.0,43.6)
seq49828	12p9.6	(20.2,44.4)
seq49829	10p15.6	(57.3,90.4)
seq49830	13q4.8	(92.9,7.2)
seq49831	10p10.11	(95.5,38.0)
seq49832	12p14.9	(20.5,36.0)
seq49833	20p8.7	(59.3,42.9)
seq49834	9q4.10	(9.2,19.7)
seq49835	18p4.3	(36.0,89.8)
seq49836	19p9.5	(21.2,40.3)
seq49837	5q2.8	(99.6,29.2)
seq49838	18q5.3	(49.8,61.4)
seq49839	11p9.6	(26.8,68.7)
seq49840	12q6.3	(66.2,96.2)
seq49841	1q2.1	(6.9,61.8)
seq49842	20q3.14	(74.9,46.3)
seq49843	21p1.4	(26.8,21.5)
seq49844	3q6.9	(72.3,86.5)
seq49845	22q15.14	(95.5,38.3)
seq49846	21p7.14	(18.5,89.5)
seq49847	13q8.7	(54.7,51.7)
seq49848	1p10.1	(80.6,1.6)
seq49849	4q14.9	(90.2,8.6)
seq49850	15p14.8	(95.1,46.7)
seq49851	8p8.13	(89.8,99.4)
seq49852	22q8.1	(87.8,75.6)
seq49853	5p4.1	(7.6,91.9)
seq49854	19q14.2	(99.1,70.3)
seq49855	19p7.5	(21.6,82.3)
seq49856	9q15.3	(80.1,70.2)
seq49857	15p9.2	(82.7,21.5)
seq49858	9q12.2	(35.2,76.2)
seq49859	10q9.8	(8.0,83.6)
seq49860	5p10.13	(38.9,1.1)
seq49861	14p2.11	(99.5,55.6)
seq49862	3q6.6	(31.4,62.0)
seq49863	19p5.2	(52.4,36.7)
seq49864	6p5.6	(17.1,26.1)
seq49865	13p10.11	(93.4,53.4)
seq49866	9q12.13	(59.9,93.7)
seq49867	12p13.4	(91.4,21.4)
seq49868	17q4.13	(70.7,23.1)
seq49869	8q5.1	(85.8,77.3)
seq49870	12q8.12	(82.5,44.4)
seq49871	10q2.11	(45.0,94.7)
seq49872	7q8.9	(92.5,97.3)
seq49873	18q7.5	(37.0,42.9)
seq49874	2p5.15	(33.6,61.5)
seq49875	2p3.13	(30.1,8.8)
seq49876	19p8.4	(4.3,79.5)
seq49877	1q6.12	(90.4,10.9)
seq49878	3q5.14	(77.8,60.8)
seq49879	9p11.9	(39.8,75.0)
seq49880	11p5.5	(41.5,56.5)
seq49881	18q9.9	(37.0,38.5)
seq49882	6p10.13	(24.2,72.7)
seq49883	20q2.6	(39.5,88.5)
seq49884	5p8.1	(26.1,9.8)
seq49885	19p12.1	(14.0,18.1)
seq49886	3q12.7	(46.8,98.4)
seq49887	9p14.14	(55.3,13.4)
seq49888	2p12.9	(15.4,44.9)
seq49889	2p11.2	(61.5,93.7)
seq49890	14p14.5	(23.7,68.6)
seq49891	11q1.12	(17.5,14.9)
seq49892	22q11.7	(57.4,9.7)
seq49893	9p5.5	(77.5,97.4)
seq49894	19p2.8	(3.7,25.2)
seq49895	6q1.13	(73.1,22.5)
seq49896	13p9.8	(48.9,62.0)
seq49897	9p3.11	(62.8,27.0)
seq49898	6q11.1	(26.2,43.8)
seq49899	14q8.1	(82.5,27.3)
seq49900	19p8.2	(23.5,33.9)
seq49901	6p6.4	(19.7,41.6)
seq49902	16p5.8	(53.2,14.7)
seq49903	14p10.1	(54.6,33.9)
seq49904	11q8.3	(27.7,9.4)
seq49905	7q12.11	(35.8,84.2)
seq49906	7p13.15	(51.0,56.9)
seq49907	1q2.2	(66.6,96.8)
seq49908	12p1.5	(7.2,81.8)
seq49909	19q14.14	(21.1,57.7)
seq49910	6q11.13	(20.4,97.1)
seq49911	5p6.7	(78.0,23.3)
seq49912	14p4.7	(94.3,29.3)
seq49913	8p14.4	(58.2,68.2)
seq49914	8p6.1	(7.5,94.0)
seq49915	19q3.7	(12.5,89.2)
seq49916	19p1.15	(89.9,47.7)
seq49917	22p3.2	(83.1,35.4)
seq49918	6p3.4	(52.9,18.8)
seq49919	2q10.7	(24.6,54.5)
seq49920	8q9.8	(10.8,23.4)
seq49921	21q11.5	(0.7,11.0)
seq49922	4q1.3	(38.1,21.0)
seq49923	14p12.13	(54.8,95.3)
seq49924	4p7.11	(26.4,68.8)
seq49925	2p11.5	(35.9,6.7)
seq49926	8q14.12	(48.5,82.4)
seq49927	10q6.1	(42.3,87.4)
seq49928	20q12.2	(31.3,3.4)
seq49929	4p4.14	(46.9,81.0)
seq49930	17p13.1	(79.3,1.4)
seq49931	8p3.5	(9.0,93.2)
seq49932	16p10.14	(72.4,67.8)
seq49933	16q9.7	(33.0,39.6)
seq49934	4p3.15	(43.2,33.9)
seq49935	6p8.14	(29.3,60.0)
seq49936	12p8.13	(55.7,29.0)
seq49937	15p12.13	(6.8,70.5)
seq49938	17p14.7	(36.7,2.1)
seq49939	7p1.2	(89.0,47.6)
seq49940	17q5.3	(98.6,72.8)
seq49941	12q5.4	(70.1,54.0)
seq49942	7q9.15	(70.7,97.6)
seq49943	8q15.6	(29.9,44.8)
seq49944	6q3.11	(92.1,6.2)
seq49945	12q1.5	(47.0,45.5)
seq49946	4p7.11	(38.0,26.0)
seq49947	14q14.2	(10.8,18.6)
seq49948	8q3.10	(85.9,97.6)
seq49949	3p12.14	(24.7,99.2)
seq49950	12p14.1	(35.0,70.7)
seq49951	1p1.9	(51.9,85.8)
seq49952	17q15.3	(31.5,19.3)
seq49953	18q3.13	(52.6,68.8)
seq49954	16p8.14	(74.4,40.0)
seq49955	10p9.14	(26.9,5.9)
seq49956	1p9.15	(82.8,96.6)
seq49957	5p15.15	(99.3,40.7)
seq49958	15p3.9	(43.9,42.1)
seq49959	18p7.8	(19.7,84.6)
seq49960	19q3.3	(63.6,71.1)
seq49961	1q13.5	(80.4,88.5)
seq49962	21q7.3	(26.0,26.3)
seq49963	18p13.1	(14.0,98.8)
seq49964	3q3.14	(81.6,44.3)
seq49965	17p4.14	(75.0,61.0)
seq49966	16q5.2	(44.3,47.2)
seq49967	22p10.15	(39.5,11.0)
seq49968	13p10.13	(25.9,79.6)
seq49969	3p9.14	(19.2,50.2)
seq49970	19q12.10	(74.3,93.6)
seq49971	19q1.7	(96.9,70.5)
seq49972	4p8.3	(4.9,78.5)
seq49973	16q14.8	(38.0,12.5)
seq49974	17p12.5	(42.7,9.3)
seq49975	20q5.7	(68.2,32.5)
seq49976	13p8.10	(78.4,94.1)
seq49977	3q5.7	(6.6,75.8)
seq49978	22q2.10	(76.7,42.9)
seq49979	3p12.13	(58.2,84.7)
seq49980	12p9.7	(6.1,58.5)
seq49981	15p1.3	(30.9,51.3)
seq49982	22p3.8	(46.4,25.3)
seq49983	9p6.6	(55.9,72.4)
seq49984	7q2.8	(46.4,25.8)
seq49985	8q13.7	(22.8,25.2)
seq49986	22p7.1	(96.9,34.4)
seq49987	4p8.15	(44.1,3.1)
seq49988	1p15.8	(86.4,27.3)
seq49989	3q1.13	(19.5,17.4)
seq49990	11q7.1	(12.2,80.3)
seq49991	9q5.15	(53.2,20.3)
seq49992	17p6.6	(9.9,43.6)
seq49993	6p1.14	(85.0,20.0)
seq49994	16p2.11	(80.2,73.2)
seq49995	15q7.3	(16.9,29.2)
seq49996	19q8.10	(85.1,38.8)
seq49997	15q13.2	(45.8,26.3)
seq49998	21q2.5	(94.4,86.3)
seq49999	17q15.7	(27.4,1.7)
seq50000	7p2.13	(86.2,39.4)
seq50001	14q5.11	(54.6,50.5)
seq50002	11p7.8	(50.3,85.8)
seq50003	17q15.8	(13.5,29.6)
seq50004	22p1.8	(48.5,58.7)
seq50005	4q6.10	(46.5,99.5)
seq50006	21q5.13	(96.8,84.6)
seq50007	2p11.4	(88.0,42.7)
seq50008	12q10.4	(83.2,5.4)
seq50009	22p4.8	(97.5,24.6)
seq50010	16p10.14	(11.8,41.1)
seq50011	12p7.9	(38.7,57.0)
seq50012	17q11.15	(60.6,11.4)
seq50013	4q10.12	(39.6,71.7)
seq50014	22p5.6	(64.5,74.8)
seq50015	7p8.2	(73.4,39.6)
seq50016	11p10.9	(0.2,59.3)
seq50017	6p14.10	(45.3,18.2)
seq50018	9p4.1	(81.6,16.6)
seq50019	22q15.11	(16.8,71.6)
seq50020	12q5.15	(29.0,59.4)
seq50021	6p1.5	(13.8,42.8)
seq50022	21q14.8	(57.7,9.9)
seq50023	4q5.3	(41.6,60.0)
seq50024	6p8.15	(61.0,22.9)
seq50025	3p4.15	(50.5,72.8)
seq50026	5q9.6	(42.1,33.2)
seq50027	22q7.6	(29.3,49.3)
seq50028	14q3.1	(20.4,30.0)
seq50029	7p8.1	(70.7,56.0)
seq50030	20q6.15	(68.8,37.2)
seq50031	20q7.8	(31.0,60.8)
seq50032	21p14.14	(61.4,2.8)
seq50033	22p1.9	(79.3,83.0)
seq50034	6p10.15	(68.6,93.4)
seq50035	4p5.10	(94.6,1.9)
seq50036	2q13.5	(38.4,98.5)
seq50037	6p2.7	(56.8,70.2)
seq50038	5q14.3	(4.4,13.8)
seq50039	7p12.5	(90.6,52.2)
seq50040	20p9.11	(25.0,17.8)
seq50041	1q8.4	(45.2,29.6)
seq50042	19p7.10	(79.0,40.2)
seq50043	18q10.7	(82.1,25.0)
seq50044	7p15.12	(10.5,25.8)
seq50045	20q10.10	(37.6,54.0)
seq50046	20p8.7	(96.4,2.4)
seq50047	14p11.4	(37.9,18.8)
seq50048	15q1.11	(54.0,40.2)
seq50049	1p9.8	(77.1,57.3)
seq50050	20q6.6	(4.3,73.4)
seq50051	13q7.8	(98.5,71.7)
seq50052	22p11.9	(69.9,43.6)
seq50053	19q10.9	(81.5,31.2)
seq50054	14q11.14	(6.9,32.3)
seq50055	18p1.1	(8.2,17.8)
seq50056	16q12.7	(90.8,80.1)
seq50057	19p14.15	(74.9,76.1)
seq50058	22q7.9	(37.1,37.2)
seq50059	6q10.4	(76.4,38.3)
seq50060	7p1.15	(47.4,57.2)
seq50061	21q15.7	(93.7,30.3)
seq50062	8p10.9	(81.6,20.4)
seq50063	18q2.3	(30.9,96.7)
seq50064	7q13.2	(25.4,52.1)
seq50065	2p12.8	(37.9,69.8)
seq50066	15p9.1	(57.1,32.3)
seq50067	12q14.9	(39.0,22.2)
seq50068	10p8.9	(59.5,58.8)
seq50069	18p1.6	(95.0,10.3)
seq50070	13p15.11	(24.1,22.6)
seq50071	4p8.3	(6.5,12.8)
seq50072	16p1.6	(63.5,61.0)
seq50073	8q14.11	(39.1,74.0)
seq50074	10p8.6	(40.4,46.5)
seq50075	8q6.6	(32.3,18.5)
seq50076	2p5.14	(41.6,74.9)
seq50077	5q13.5	(44.8,61.6)
seq50078	12p8.14	(49.2,83.8)
seq50079	10q13.13	(86.7,26.9)
seq50080	13q5.3	(30.6,85.8)
seq50081	22p6.1	(48.2,30.2)
seq50082	8q8.2	(64.7,11.8)
seq50083	13p11.2	(37.7,41.4)
seq50084	4p10.1	(97.8,81.2)
seq50085	18p6.14	(81.5,56.9)
seq50086	22p6.11	(10.7,83.4)
seq50087	7q9.4	(51.0,55.3)
seq50088	15q14.7	(81.9,8.5)
seq50089	2q13.7	(13.8,62.0)
seq50090	9q8.5	(72.9,85.5)
seq50091	19p14.14	(56.8,54.3)
seq50092	18p6.10	(75.3,55.1)
seq50093	18q2.4	(84.2,25.5)
seq50094	18p5.1	(57.3,36.2)
seq50095	12q8.1	(16.8,18.0)
seq50096	21p13.14	(99.1,7.5)
seq50097	18q14.9	(95.1,88.0)
seq50098	21p12.6	(95.2,60.9)
seq50099	1q8.1	(8.4,47.7)
seq50100	14q15.4	(32.9,56.4)
seq50101	19p14.11	(45.9,93.9)
seq50102	9q8.2	(37.8,78.0)
seq50103	9q7.4	(53.4,74.2)
seq50104	12q5.15	(11.8,47.7)
seq50105	17p10.2	(79.0,26.9)
seq50106	11p14.8	(42.4,11.4)
seq50107	20p6.13	(64.1,21.6)
seq50108	13p1.9	(74.9,13.7)
seq50109	2q4.6	(70.4,33.9)
seq50110	11q12.5	(81.2,87.8)
seq50111	20p1.8	(29.6,71.7)
seq50112	20q1.3	(9.9,55.5)
seq50113	10q2.9	(42.0,38.4)
seq50114	14q12.2	(8.5,28.1)
seq50115	20q2.12	(79.1,71.6)
seq50116	10p3.11	(26.6,31.6)
seq50117	11q3.15	(39.4,30.7)
seq50118	17q3.15	(97.9,67.3)
seq50119	20q3.4	(10.4,57.8)
seq50120	1q2.1	(46.0,3.7)
